date,home_team,away_team,home_score,away_score,competition,city,country,neutral,world_cup,winner
1920,Scotland,Wales,9,5,1920 Five Nations Championship,Edinburgh,Scotland,FALSE,FALSE,Scotland
1920,Ireland,England,11,14,1920 Five Nations Championship,Dublin,Ireland,FALSE,FALSE,England
1920,France,Wales,5,6,1920 Five Nations Championship,Paris,France,FALSE,FALSE,Wales
1920,Scotland,Ireland,19,0,1920 Five Nations Championship,Edinburgh,Scotland,FALSE,FALSE,Scotland
1920,Wales,Ireland,28,4,1920 Five Nations Championship,Cardiff,Wales,FALSE,FALSE,Wales
1920,England,Scotland,13,4,1920 Five Nations Championship,London,England,FALSE,FALSE,England
1920,Ireland,France,7,15,1920 Five Nations Championship,Dublin,Ireland,FALSE,FALSE,France
1921,England,Wales,18,3,1921 Five Nations Championship,London,England,FALSE,FALSE,England
1921,Scotland,France,0,3,1921 Five Nations Championship,Edinburgh,Scotland,FALSE,FALSE,France
1921,Wales,Scotland,8,14,1921 Five Nations Championship,Swansea,Wales,FALSE,FALSE,Scotland
1921,England,Ireland,15,0,1921 Five Nations Championship,London,England,FALSE,FALSE,England
1921,Ireland,Scotland,9,8,1921 Five Nations Championship,Dublin,Ireland,FALSE,FALSE,Ireland
1921,Wales,France,12,4,1921 Five Nations Championship,Cardiff,Wales,FALSE,FALSE,Wales
1921,Ireland,Wales,0,6,1921 Five Nations Championship,Balmoral,Ireland,FALSE,FALSE,Wales
1921,Scotland,England,0,18,1921 Five Nations Championship,Edinburgh,Scotland,FALSE,FALSE,England
1921,France,England,6,10,1921 Five Nations Championship,Colombes,France,FALSE,FALSE,England
1921,France,Ireland,20,10,1921 Five Nations Championship,Paris,France,FALSE,FALSE,France
1921,New Zealand,South Africa,13,5,1921 South Africa tour,Dunedin,New Zealand,FALSE,FALSE,New Zealand
1921,New Zealand,South Africa,5,9,1921 South Africa tour,Auckland,New Zealand,FALSE,FALSE,South Africa
1921,New Zealand,South Africa,0,0,1921 South Africa tour,Wellington,New Zealand,FALSE,FALSE,Draw
1922,France,Scotland,3,3,1922 Five Nations Championship,Colombes,France,FALSE,FALSE,Draw
1922,Wales,England,28,6,1922 Five Nations Championship,Cardiff,Wales,FALSE,FALSE,Wales
1922,Scotland,Wales,9,9,1922 Five Nations Championship,Edinburgh,Scotland,FALSE,FALSE,Draw
1922,Ireland,England,3,12,1922 Five Nations Championship,Dublin,Ireland,FALSE,FALSE,England
1922,England,France,11,11,1922 Five Nations Championship,London,England,FALSE,FALSE,Draw
1922,Scotland,Ireland,6,3,1922 Five Nations Championship,Edinburgh,Scotland,FALSE,FALSE,Scotland
1922,Wales,Ireland,11,5,1922 Five Nations Championship,Swansea,Wales,FALSE,FALSE,Wales
1922,England,Scotland,11,5,1922 Five Nations Championship,London,England,FALSE,FALSE,England
1922,France,Wales,3,11,1922 Five Nations Championship,Paris,France,FALSE,FALSE,Wales
1922,Ireland,France,8,3,1922 Five Nations Championship,Dublin,Ireland,FALSE,FALSE,Ireland
1923,Scotland,France,16,3,1923 Five Nations Championship,Edinburgh,Scotland,FALSE,FALSE,Scotland
1923,England,Wales,7,3,1923 Five Nations Championship,London,England,FALSE,FALSE,England
1923,Wales,Scotland,8,11,1923 Five Nations Championship,Cardiff,Wales,FALSE,FALSE,Scotland
1923,England,Ireland,23,5,1923 Five Nations Championship,Leicester,England,FALSE,FALSE,England
1923,Ireland,Scotland,3,13,1923 Five Nations Championship,Dublin,Ireland,FALSE,FALSE,Scotland
1923,Wales,France,16,8,1923 Five Nations Championship,Swansea,Wales,FALSE,FALSE,Wales
1923,Ireland,Wales,5,4,1923 Five Nations Championship,Dublin,Ireland,FALSE,FALSE,Ireland
1923,Scotland,England,6,8,1923 Five Nations Championship,Edinburgh,Scotland,FALSE,FALSE,England
1923,France,England,3,12,1923 Five Nations Championship,Colombes,France,FALSE,FALSE,England
1923,France,Ireland,14,8,1923 Five Nations Championship,Paris,France,FALSE,FALSE,France
1924,France,Scotland,12,10,1924 Five Nations Championship,Vincennes,France,FALSE,FALSE,France
1924,Wales,England,9,17,1924 Five Nations Championship,Swansea,Wales,FALSE,FALSE,England
1924,Ireland,France,6,0,1924 Five Nations Championship,Dublin,Ireland,FALSE,FALSE,Ireland
1924,Scotland,Wales,35,10,1924 Five Nations Championship,Edinburgh,Scotland,FALSE,FALSE,Scotland
1924,Ireland,England,3,14,1924 Five Nations Championship,Belfast,Ireland,FALSE,FALSE,England
1924,England,France,19,7,1924 Five Nations Championship,London,England,FALSE,FALSE,England
1924,Scotland,Ireland,13,8,1924 Five Nations Championship,Edinburgh,Scotland,FALSE,FALSE,Scotland
1924,Wales,Ireland,10,13,1924 Five Nations Championship,Cardiff,Wales,FALSE,FALSE,Ireland
1924,England,Scotland,19,0,1924 Five Nations Championship,London,England,FALSE,FALSE,England
1924,France,Wales,6,10,1924 Five Nations Championship,Paris,France,FALSE,FALSE,Wales
1924,Ireland,New Zealand,0,6,"1924-25 New Zealand rugby union tour of Britain, Ireland and France",Dublin,Ireland,FALSE,FALSE,New Zealand
1924,Wales,New Zealand,0,19,"1924-25 New Zealand tour of France, Great Britain and Ireland",Swansea,Wales,FALSE,FALSE,New Zealand
1925,France,Ireland,3,9,1925 Five Nations Championship,Paris,France,FALSE,FALSE,Ireland
1925,England,New Zealand,11,17,"1924-25 New Zealand rugby union tour of Britain, Ireland and France",London,England,FALSE,FALSE,New Zealand
1925,England,Wales,12,6,1925 Five Nations Championship,London,England,FALSE,FALSE,England
1925,France,New Zealand,6,30,1924-25 New Zealand tour,Toulouse,France,FALSE,FALSE,New Zealand
1925,Wales,Scotland,14,24,1925 Five Nations Championship,Swansea,Wales,FALSE,FALSE,Scotland
1925,England,Ireland,6,6,1925 Five Nations Championship,London,England,FALSE,FALSE,Draw
1925,Scotland,France,25,4,1925 Five Nations Championship,Edinburgh,Scotland,FALSE,FALSE,Scotland
1925,Wales,France,11,5,1925 Five Nations Championship,Cardiff,Wales,FALSE,FALSE,Wales
1925,Ireland,Scotland,8,14,1925 Five Nations Championship,Dublin,Ireland,FALSE,FALSE,Scotland
1925,Ireland,Wales,19,3,1925 Five Nations Championship,Belfast,Ireland,FALSE,FALSE,Ireland
1925,Scotland,England,14,11,1925 Five Nations Championship,Edinburgh,Scotland,FALSE,FALSE,Scotland
1925,France,England,11,13,1925 Five Nations Championship,Colombes,France,FALSE,FALSE,England
1926,Ireland,France,11,0,1926 Five Nations Championship,Belfast,Ireland,FALSE,FALSE,Ireland
1926,France,Scotland,6,20,1926 Five Nations Championship,Colombes,France,FALSE,FALSE,Scotland
1926,Wales,England,3,3,1926 Five Nations Championship,Cardiff,Wales,FALSE,FALSE,Draw
1926,Scotland,Wales,8,5,1926 Five Nations Championship,Edinburgh,Scotland,FALSE,FALSE,Scotland
1926,Ireland,England,19,15,1926 Five Nations Championship,Dublin,Ireland,FALSE,FALSE,Ireland
1926,England,France,11,0,1926 Five Nations Championship,London,England,FALSE,FALSE,England
1926,Scotland,Ireland,0,3,1926 Five Nations Championship,Edinburgh,Scotland,FALSE,FALSE,Ireland
1926,Wales,Ireland,11,8,1926 Five Nations Championship,Swansea,Wales,FALSE,FALSE,Wales
1926,England,Scotland,9,17,1926 Five Nations Championship,London,England,FALSE,FALSE,Scotland
1926,France,Wales,5,7,1926 Five Nations Championship,Paris,France,FALSE,FALSE,Wales
1927,France,Ireland,3,8,1927 Five Nations Championship,Paris,France,FALSE,FALSE,Ireland
1927,England,Wales,11,9,1927 Five Nations Championship,London,England,FALSE,FALSE,England
1927,Scotland,France,23,6,1927 Five Nations Championship,Edinburgh,Scotland,FALSE,FALSE,Scotland
1927,Wales,Scotland,0,5,1927 Five Nations Championship,Cardiff,Wales,FALSE,FALSE,Scotland
1927,England,Ireland,8,6,1927 Five Nations Championship,London,England,FALSE,FALSE,England
1927,Ireland,Scotland,6,0,1927 Five Nations Championship,Dublin,Ireland,FALSE,FALSE,Ireland
1927,Wales,France,25,7,1927 Five Nations Championship,Swansea,Wales,FALSE,FALSE,Wales
1927,Ireland,Wales,19,9,1927 Five Nations Championship,Dublin,Ireland,FALSE,FALSE,Ireland
1927,Scotland,England,21,13,1927 Five Nations Championship,Edinburgh,Scotland,FALSE,FALSE,Scotland
1927,France,England,3,0,1927 Five Nations Championship,Colombes,France,FALSE,FALSE,France
1927,Ireland,Australia,3,5,"1927-28 Waratahs tour of the British Isles, France and Canada",Dublin,Ireland,FALSE,FALSE,Australia
1927,Wales,Australia,8,18,1927-28 Waratahs tour of Europe and North America,Cardiff,Wales,FALSE,FALSE,Australia
1927,Scotland,Australia,10,8,"1927-28 New South Wales tour of Great Britain, Ireland and France",Edinburgh,Scotland,FALSE,FALSE,Scotland
1928,France,Scotland,6,15,1928 Five Nations Championship,Colombes,France,FALSE,FALSE,Scotland
1928,England,Australia,18,11,"1927-28 New South Wales tour of Great Britain, Ireland and France",London,England,FALSE,FALSE,England
1928,Wales,England,8,10,1928 Five Nations Championship,Swansea,Wales,FALSE,FALSE,England
1928,France,Australia,8,11,"1927-28 New South Wales tour of Great Britain, Ireland and France",Colombes,France,FALSE,FALSE,Australia
1928,Ireland,France,12,8,1928 Five Nations Championship,Belfast,Ireland,FALSE,FALSE,Ireland
1928,Scotland,Wales,0,13,1928 Five Nations Championship,Edinburgh,Scotland,FALSE,FALSE,Wales
1928,Ireland,England,6,7,1928 Five Nations Championship,Dublin,Ireland,FALSE,FALSE,England
1928,Scotland,Ireland,5,13,1928 Five Nations Championship,Edinburgh,Scotland,FALSE,FALSE,Ireland
1928,England,France,18,8,1928 Five Nations Championship,London,England,FALSE,FALSE,England
1928,Wales,Ireland,10,13,1928 Five Nations Championship,Cardiff,Wales,FALSE,FALSE,Ireland
1928,England,Scotland,6,0,1928 Five Nations Championship,London,England,FALSE,FALSE,England
1928,France,Wales,8,3,1928 Five Nations Championship,Paris,France,FALSE,FALSE,France
1928,South Africa,New Zealand,17,0,1928 New Zealand tour,Durban,South Africa,FALSE,FALSE,South Africa
1928,South Africa,New Zealand,6,7,1928 New Zealand tour,Johannesburg,South Africa,FALSE,FALSE,New Zealand
1928,South Africa,New Zealand,11,6,1928 New Zealand tour,Port Elizabeth,South Africa,FALSE,FALSE,South Africa
1928,South Africa,New Zealand,5,13,1928 New Zealand tour,Cape Town,South Africa,FALSE,FALSE,New Zealand
1928,France,Ireland,0,6,1929 Five Nations Championship,Paris,France,FALSE,FALSE,Ireland
1929,England,Wales,8,3,1929 Five Nations Championship,London,England,FALSE,FALSE,England
1929,Scotland,France,6,3,1929 Five Nations Championship,Edinburgh,Scotland,FALSE,FALSE,Scotland
1929,Wales,Scotland,14,7,1929 Five Nations Championship,Swansea,Wales,FALSE,FALSE,Wales
1929,England,Ireland,5,6,1929 Five Nations Championship,London,England,FALSE,FALSE,Ireland
1929,Wales,France,8,3,1929 Five Nations Championship,Cardiff,Wales,FALSE,FALSE,Wales
1929,Ireland,Scotland,7,16,1929 Five Nations Championship,Dublin,Ireland,FALSE,FALSE,Scotland
1929,Ireland,Wales,5,5,1929 Five Nations Championship,Belfast,Ireland,FALSE,FALSE,Draw
1929,Scotland,England,12,6,1929 Five Nations Championship,Edinburgh,Scotland,FALSE,FALSE,Scotland
1929,France,England,6,16,1929 Five Nations Championship,Colombes,France,FALSE,FALSE,England
1929,Australia,New Zealand,8,9,1929 New Zealand tour of Australia,Sydney,Australia,FALSE,FALSE,New Zealand
1929,Australia,New Zealand,17,9,1929 New Zealand tour of Australia,Brisbane,Australia,FALSE,FALSE,Australia
1929,Australia,New Zealand,15,13,1929 New Zealand tour of Australia,Sydney,Australia,FALSE,FALSE,Australia
1930,France,Scotland,7,3,1930 Five Nations Championship,Colombes,France,FALSE,FALSE,France
1930,Wales,England,3,11,1930 Five Nations Championship,Cardiff,Wales,FALSE,FALSE,England
1930,Ireland,France,0,5,1930 Five Nations Championship,Belfast,Ireland,FALSE,FALSE,France
1930,Scotland,Wales,12,9,1930 Five Nations Championship,Edinburgh,Scotland,FALSE,FALSE,Scotland
1930,Ireland,England,4,3,1930 Five Nations Championship,Dublin,Ireland,FALSE,FALSE,Ireland
1930,Scotland,Ireland,11,14,1930 Five Nations Championship,Edinburgh,Scotland,FALSE,FALSE,Ireland
1930,England,France,11,5,1930 Five Nations Championship,London,England,FALSE,FALSE,England
1930,Wales,Ireland,12,7,1930 Five Nations Championship,Swansea,Wales,FALSE,FALSE,Wales
1930,England,Scotland,0,0,1930 Five Nations Championship,London,England,FALSE,FALSE,Draw
1930,France,Wales,0,11,1930 Five Nations Championship,Paris,France,FALSE,FALSE,Wales
1931,France,Ireland,3,0,1931 Five Nations Championship,Paris,France,FALSE,FALSE,France
1931,England,Wales,11,11,1931 Five Nations Championship,London,England,FALSE,FALSE,Draw
1931,Scotland,France,6,4,1931 Five Nations Championship,Edinburgh,Scotland,FALSE,FALSE,Scotland
1931,Wales,Scotland,13,8,1931 Five Nations Championship,Cardiff,Wales,FALSE,FALSE,Wales
1931,England,Ireland,5,6,1931 Five Nations Championship,London,England,FALSE,FALSE,Ireland
1931,Ireland,Scotland,8,5,1931 Five Nations Championship,Dublin,Ireland,FALSE,FALSE,Ireland
1931,Wales,France,35,3,1931 Five Nations Championship,Swansea,Wales,FALSE,FALSE,Wales
1931,Ireland,Wales,3,15,1931 Five Nations Championship,Belfast,Ireland,FALSE,FALSE,Wales
1931,Scotland,England,28,19,1931 Five Nations Championship,Edinburgh,Scotland,FALSE,FALSE,Scotland
1931,France,England,14,13,1931 Five Nations Championship,Colombes,France,FALSE,FALSE,France
1931,New Zealand,Australia,20,13,1931 Australia tour of New Zealand,Auckland,New Zealand,FALSE,FALSE,New Zealand
1931,Wales,South Africa,3,8,1931-32 South Africa tour of Great Britain and Ireland,Swansea,Wales,FALSE,FALSE,South Africa
1931,Ireland,South Africa,3,8,1931-32 South Africa rugby union tour of Britain and Ireland,Dublin,Ireland,FALSE,FALSE,South Africa
1932,England,South Africa,0,7,1931-32 South Africa rugby union tour of Britain and Ireland,London,England,FALSE,FALSE,South Africa
1932,Scotland,South Africa,3,6,1931-32 South Africa rugby union tour of Britain and Ireland,Edinburgh,Scotland,FALSE,FALSE,South Africa
1932,Wales,England,12,5,1932 Home Nations Championship,Swansea,Wales,FALSE,FALSE,Wales
1932,Scotland,Wales,0,6,1932 Home Nations Championship,Edinburgh,Scotland,FALSE,FALSE,Wales
1932,Ireland,England,8,11,1932 Home Nations Championship,Dublin,Ireland,FALSE,FALSE,England
1932,Scotland,Ireland,8,20,1932 Home Nations Championship,Edinburgh,Scotland,FALSE,FALSE,Ireland
1932,Wales,Ireland,10,12,1932 Home Nations Championship,Cardiff,Wales,FALSE,FALSE,Ireland
1932,England,Scotland,16,3,1932 Home Nations Championship,London,England,FALSE,FALSE,England
1932,Australia,New Zealand,22,17,1932 New Zealand tour of Australia,Sydney,Australia,FALSE,FALSE,Australia
1932,Australia,New Zealand,3,21,1932 New Zealand tour of Australia,Brisbane,Australia,FALSE,FALSE,New Zealand
1932,Australia,New Zealand,13,21,1932 New Zealand tour of Australia,Sydney,Australia,FALSE,FALSE,New Zealand
1933,England,Wales,3,7,1933 Home Nations Championship,London,England,FALSE,FALSE,Wales
1933,Wales,Scotland,3,11,1933 Home Nations Championship,Swansea,Wales,FALSE,FALSE,Scotland
1933,England,Ireland,17,6,1933 Home Nations Championship,London,England,FALSE,FALSE,England
1933,Ireland,Wales,10,5,1933 Home Nations Championship,Belfast,Ireland,FALSE,FALSE,Ireland
1933,Scotland,England,3,0,1933 Home Nations Championship,Edinburgh,Scotland,FALSE,FALSE,Scotland
1933,Ireland,Scotland,6,8,1933 Home Nations Championship,Dublin,Ireland,FALSE,FALSE,Scotland
1933,South Africa,Australia,17,3,1933 Australia tour of South Africa,Cape Town,South Africa,FALSE,FALSE,South Africa
1933,South Africa,Australia,6,21,1933 Australia tour of South Africa,Durban,South Africa,FALSE,FALSE,Australia
1933,South Africa,Australia,12,3,1933 Australia tour of South Africa,Johannesburg,South Africa,FALSE,FALSE,South Africa
1933,South Africa,Australia,11,0,1933 Australia tour of South Africa,Port Elizabeth,South Africa,FALSE,FALSE,South Africa
1933,South Africa,Australia,4,15,1933 Australia tour of South Africa,Bloemfontein,South Africa,FALSE,FALSE,Australia
1934,Wales,England,0,9,1934 Home Nations Championship,Cardiff,Wales,FALSE,FALSE,England
1934,Scotland,Wales,6,13,1934 Home Nations Championship,Edinburgh,Scotland,FALSE,FALSE,Wales
1934,Ireland,England,3,13,1934 Home Nations Championship,Dublin,Ireland,FALSE,FALSE,England
1934,Scotland,Ireland,16,9,1934 Home Nations Championship,Edinburgh,Scotland,FALSE,FALSE,Scotland
1934,Wales,Ireland,13,0,1934 Home Nations Championship,Swansea,Wales,FALSE,FALSE,Wales
1934,England,Scotland,6,3,1934 Home Nations Championship,London,England,FALSE,FALSE,England
1934,Australia,New Zealand,25,11,1934 New Zealand tour of Australia,Sydney,Australia,FALSE,FALSE,Australia
1934,Australia,New Zealand,3,3,1934 New Zealand tour of Australia,Sydney,Australia,FALSE,FALSE,Draw
1935,England,Wales,3,3,1935 Home Nations Championship,London,England,FALSE,FALSE,Draw
1935,Wales,Scotland,10,6,1935 Home Nations Championship,Cardiff,Wales,FALSE,FALSE,Wales
1935,England,Ireland,14,3,1935 Home Nations Championship,London,England,FALSE,FALSE,England
1935,Ireland,Scotland,12,5,1935 Home Nations Championship,Dublin,Ireland,FALSE,FALSE,Ireland
1935,Ireland,Wales,9,3,1935 Home Nations Championship,Belfast,Ireland,FALSE,FALSE,Ireland
1935,Scotland,England,10,7,1935 Home Nations Championship,Edinburgh,Scotland,FALSE,FALSE,Scotland
1935,Scotland,New Zealand,8,18,1935-36 New Zealand tour,Edinburgh,Scotland,FALSE,FALSE,New Zealand
1935,Ireland,New Zealand,9,17,"1935-36 New Zealand rugby union tour of Britain, Ireland and Canada",Dublin,Ireland,FALSE,FALSE,New Zealand
1935,Wales,New Zealand,13,12,"1935-36 New Zealand tour of Canada, Great Britain and Ireland",Cardiff,Wales,FALSE,FALSE,Wales
1936,England,New Zealand,13,0,"1935-36 New Zealand rugby union tour of Britain, Ireland and Canada",London,England,FALSE,FALSE,England
1936,Wales,England,0,0,1936 Home Nations Championship,Swansea,Wales,FALSE,FALSE,Draw
1936,Scotland,Wales,3,13,1936 Home Nations Championship,Edinburgh,Scotland,FALSE,FALSE,Wales
1936,Ireland,England,6,3,1936 Home Nations Championship,Dublin,Ireland,FALSE,FALSE,Ireland
1936,Scotland,Ireland,4,10,1936 Home Nations Championship,Edinburgh,Scotland,FALSE,FALSE,Ireland
1936,Wales,Ireland,3,0,1936 Home Nations Championship,Cardiff,Wales,FALSE,FALSE,Wales
1936,England,Scotland,9,8,1936 Home Nations Championship,London,England,FALSE,FALSE,England
1936,New Zealand,Australia,11,6,1936 Australia tour of New Zealand,Wellington,New Zealand,FALSE,FALSE,New Zealand
1936,New Zealand,Australia,38,13,1936 Australia tour of New Zealand,Dunedin,New Zealand,FALSE,FALSE,New Zealand
1937,England,Wales,4,3,1937 Home Nations Championship,London,England,FALSE,FALSE,England
1937,Wales,Scotland,6,13,1937 Home Nations Championship,Swansea,Wales,FALSE,FALSE,Scotland
1937,England,Ireland,9,8,1937 Home Nations Championship,London,England,FALSE,FALSE,England
1937,Ireland,Scotland,11,4,1937 Home Nations Championship,Dublin,Ireland,FALSE,FALSE,Ireland
1937,Scotland,England,3,6,1937 Home Nations Championship,Edinburgh,Scotland,FALSE,FALSE,England
1937,Ireland,Wales,5,3,1937 Home Nations Championship,Belfast,Ireland,FALSE,FALSE,Ireland
1937,Australia,South Africa,5,9,1937 South Africa tour of Australia and New Zealand,Sydney,Australia,FALSE,FALSE,South Africa
1937,Australia,South Africa,17,26,1937 South Africa tour of Australia and New Zealand,Sydney,Australia,FALSE,FALSE,South Africa
1937,New Zealand,South Africa,13,7,1937 South Africa tour,Wellington,New Zealand,FALSE,FALSE,New Zealand
1937,New Zealand,South Africa,6,13,1937 South Africa tour,Christchurch,New Zealand,FALSE,FALSE,South Africa
1937,New Zealand,South Africa,6,17,1937 South Africa tour,Auckland,New Zealand,FALSE,FALSE,South Africa
1937,France,Italy,45,5,1937 FIRA Tournament,Paris,France,FALSE,FALSE,France
1938,Wales,England,14,8,1938 Home Nations Championship,Cardiff,Wales,FALSE,FALSE,Wales
1938,Scotland,Wales,8,6,1938 Home Nations Championship,Edinburgh,Scotland,FALSE,FALSE,Scotland
1938,Ireland,England,14,36,1938 Home Nations Championship,Dublin,Ireland,FALSE,FALSE,England
1938,Scotland,Ireland,23,14,1938 Home Nations Championship,Edinburgh,Scotland,FALSE,FALSE,Scotland
